package_id,package_title,package_kind,package_folder,relative_path,sheet_or_table,variable_name,variable_label,inferred_type,non_null_sample_count,sample_values,min_value,max_value,source_file_format,confidence,notes
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,column_1,,mixed_numeric_text,53,iter | 1 | 2 | 3 | 4,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,tolled,,mixed_numeric_text,55,trucks | 94 | 123 | 102 | 106,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,column_3,,mixed_numeric_text,55,tolled units | 1 | 0 | 2 | 3,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,column_4,,mixed_numeric_text,55,utility | -587.609382815455 | -616.385421357698 | -672.821555603442 | -512.950460966757,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,column_5,,mixed_numeric_text,55,delay | 147177.208779751 | 142914.861448777 | 172574.8886488 | 136808.001924919,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,column_6,,mixed_numeric_text,55,truckes-d | 16907.7655833028 | 17509.4270027745 | 17320.4916902863 | 14791.9326004056,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,column_7,,mixed_numeric_text,55,CS | 3.60948032968099 | 0.00179491464926703 | 5.07651672724203 | 1.02593958319101e-05,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,column_8,,empty,0,,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,column_9,,mixed_numeric_text,55,utility | -591.05944864617 | -616.385421357698 | -677.884925189075 | -512.950460966757,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
paper-2003-08,Buying Into The Bypass: Allowing Trucks To Pay To Use The Ramp Meter Bypasses,READY-TO-UPLOAD/PUBLIC,/Users/dlev2617/Documents/Code/Agents/github-packages/READY-TO-UPLOAD/PUBLIC/paper-2003-08-buying-into-the-bypass-allowing-trucks-to-pay-to-use-the-ramp-meter-bypasses,data/simulation_workbook_csv/14nov/comp.csv,,column_10,,mixed_numeric_text,55,delay | 147854.679305261 | 142914.861448777 | 173019.09446538 | 136808.001924919,,,csv,medium,"Some headers were missing; generated column_N names. Delimiter `,`; sampled first 63 rows."
